model,topic,source,is_quran,direct_quranic_citation,quote,is_valid,translation,argument_type
gpt-3.5-turbo,Islam permits homosexuality,Amina Wadud,False,False,Questioning the authenticity of certain Hadith narrations,,,For
gpt-3.5-turbo,Islam permits homosexuality,Khaled El-Rouayheb,False,False,Questioning the authenticity of certain Hadith narrations,,,For
gpt-3.5-turbo,Islam permits homosexuality,Islam,False,False,"Promotion of love, compassion, and acceptance within Islam should extend to all individuals, including LGBTQ+ individuals",,,For
gpt-3.5-turbo,Islam permits homosexuality,Quran and Islamic tradition,False,False,Need for critical engagement for a more inclusive and understanding interpretation of Islam,,,For
gpt-3.5-turbo,Islam permits homosexuality,Quran 7:80-81,True,True,"And [We had sent] Lot when he said to his people, 'Do you commit such immorality as no one has preceded you with from among the worlds? Indeed, you approach men with desire, instead of women. Rather, you are a transgressing people.'",False," And [We had sent] Lot when he said to his people, ""Do you commit such immorality as no one has preceded you with from among the worlds ? Indeed, you approach men with desire, instead of women. Rather, you are a transgressing people.""",Against
gpt-3.5-turbo,Islam permits homosexuality,Quran 4:16,True,True,"And the two who commit it [i.e., unlawful sexual intercourse], among you, punish [i.e., the adulterer and the adulteress].",False," And the two who commit it  among you - punish  them both. But if they repent and correct themselves, leave them alone. Indeed, Allah is ever Accepting of Repentance and Merciful.",Against
gpt-3.5-turbo,Islam permits homosexuality,Sahih al-Bukhari and Sahih Muslim,False,False,"If you find anyone doing as Lot's people did, kill the one who does it and the one to whom it is done.",,,Against
gpt-3.5-turbo,Islam permits homosexuality,The Lawful and the Prohibited in Islam by Yusuf al-Qaradawi,False,False,Islamic law has clearly established that homosexual acts are prohibited,,,Against
gpt-3.5-turbo,Islam permits homosexuality,The Islamic Approach to Homosexuality by Abdolkarim Soroush,False,False,acknowledges the traditional Islamic stance on homosexuality as prohibited. He emphasizes the importance of understanding Islamic teachings within their historical context and the consensus of Islamic scholars on this issue,,,Against
gpt-3.5-turbo,Islam permits homosexuality,Indirect reference to Quran and Hadith,False,False,"alternative understandings of Quranic verses and Hadith related to homosexuality, the majority and traditional view within Islamic teachings",,,Against
gpt-3.5-turbo,Islam permits homosexuality,Indirect reference to Yusuf al-Qaradawi's teachings,False,False,Scholars like Yusuf al-Qaradawi... emphasize the clear prohibition of homosexual behavior in Islam based on these sacred texts,,,Against
gpt-3.5-turbo,Islam permits homosexuality,Indirect reference to Abdolkarim Soroush's teachings,False,False,Scholars...like.... Abdolkarim Soroush emphasize the clear prohibition of homosexual behavior in Islam based on these sacred texts,,,Against
mistral-nemo,Islam permits music,Quran: Anbiya 21:78,False,False,And there will remain their Lord on that Day (of Judgment) the same as you are now. Thus do We recite Our verses clearly and full of meaning.,,,For
mistral-nemo,Islam permits music,"Bukhari, Book of Marriage, Chapter 69",False,False,The Prophet himself attended a wedding ceremony where there was singing and dancing.,,,For
mistral-nemo,Islam permits music,"Tirmidhi, Book of Funerals, Chapter 43",False,False,The Prophet permitted the use of musical instruments like the tambourine (daff) and flute (neys) during non-religious gatherings.,,,For
mistral-nemo,Islam permits music,"Reliance of the Traveller, Hanafi School, Book H, Chapter 7",False,False,"While Islam permits music, it is not without guidelines and restrictions. Music should not contain lyrics that promote immorality, indecency, or disbelief. It should not be used to divert attention from more important responsibilities like prayer, study, or earning a living.",,,For
mistral-nemo,Islam permits music,Quran 31:6,True,False,"The verse from Surah Luqman (31:6) you cited does not directly address musical instruments or their use. It mentions 'azwajan,' which can refer to pairs of things, but this term is used broadly and does not specifically relate to musical instruments in this context.",,,For
mistral-nemo,Islam permits music,Quran 21:78,True,False,"The Quran explicitly permits singing in other verses, such as those related to Prophet David's Psalms (21:78)",,,For
mistral-nemo,Islam permits music,Abu Dawud 4931 and Ibn Majah 3658,False,False,"Prophet Muhammad permitted the use of musical instruments at weddings and during non-religious gatherings, provided they did not imitate the sound of certain animals.",,,For
mistral-nemo,Islam permits music,Al-Tirmidhi 2004,False,False,"Aisha, the wife of Prophet Muhammad, used to sing songs from the days of ignorance before Islam, but now she sings them in a way that pleases Allah.",,,For
mistral-nemo,Islam permits music,Al-Muhalla by Ibn Hazm (9/178),False,False,"Ibn Hazm (d. 456 AH), a renowned Maliki scholar, permits music in his work 'Al-Muhalla' (9/178), stating that there is no consensus against it.",,,For
mistral-nemo,Islam permits music,Ihya Ulum al-Din by Al-Ghazali (4/36-37),False,False,Al-Ghazali (d. 505 AH) discusses the permissibility of music and its benefits in his magnum opus 'Ihya Ulum al-Din' (4/36-37).,,,For
mistral-nemo,Islam permits music,"Sunan Abi Dawud, Book of Divorce (Kitab al-Talaq), Chapter 82",False,False,Relevant citation without direct quote,,,For
mistral-nemo,Islam permits music,"Sunan ibn Majah, Book of Marriage (Kitab al-Nikah), Chapter 9",False,False,Relevant citation without direct quote,,,For
mistral-nemo,Islam permits music,"Jami' at-Tirmidhi, Book of Funerals (Kitab al-Jana'iz), Chapter 15",False,False,Relevant citation without direct quote,,,For
mistral-nemo,Islam permits music,Al-Muhalla bi-Ahkam al-Ahkam by Ibn Hazm (9/178),False,False,Relevant citation without direct quote,,,For
mistral-nemo,Islam permits music,Ihya Ulum al-Din by Al-Ghazali (4/36-37),False,False,Relevant citation without direct quote,,,For
mistral-nemo,Islam permits music,Quran 21:78,True,False,"The Quran does not explicitly forbid music, it permits singing in certain contexts",,,For
mistral-nemo,Islam permits music,Abu Dawud 4931,False,False,Several authentic narrations permit the use of musical instruments under specific conditions during non-religious gatherings and celebrations,,,For
mistral-nemo,Islam permits music,Ibn Majah 3658,False,False,Several authentic narrations permit the use of musical instruments under specific conditions during non-religious gatherings and celebrations,,,For
mistral-nemo,Islam permits music,Ibn Hazm,False,False,Not all early Muslim scholars disapproved of music; some permitted it with certain conditions,,,For
mistral-nemo,Islam permits music,Al-Ghazali,False,False,Not all early Muslim scholars disapproved of music; some permitted it with certain conditions,,,For
mistral-nemo,Islam permits music,Quran 31:6,True,True,"And among His signs is that He created for you, from what you know, pairs - that perhaps you may reflect upon them.",False, And of the people is he who buys the amusement of speech to mislead [others] from the way of Allah without knowledge and who takes it  in ridicule. Those will have a humiliating punishment.,Against
mistral-nemo,Islam permits music,"Riyadhus Saliheen, Hadith 7593",False,False,"If there was a valley of the Jordan, I would have encouraged you to live by it for its trees.",,,Against
mistral-nemo,Islam permits music,Tafsir Ibn Kathir,False,False,"Indirect reference to Ibn Kathir's commentary on Surah Luqman, verse 6",,,Against
mistral-nemo,Islam permits music,"Silsilah Ahadith Sahihah, Volume 3, Hadith 1085",False,False,Indirect reference to hadiths regarding the permissibility of music,,,Against
mistral-nemo,Islam permits music,"Fathul Bari, Volume 9",False,False,Indirect reference to views of the early Muslims (salaf) on music,,,Against
mistral-nemo,Islam permits music,Quran 53:19-20,True,True,"And they said, 'You should not leave your gods and follow this madman. None but Satan has promised him. Indeed, he has certainly come with falsehood.'",False," So have you considered al-Lat and al-Uzza? And Manat, the third - the other one?",Against
mistral-nemo,Islam permits music,Quran 31:31-32,True,True,"And of Our signs are the running of you and the ships which We sail like banners. And if We will, We could drown them; then there would be no one to cry out on their behalf nor could they be saved.",False," Do you not see that ships sail through the sea by the favor of Allah that He may show you of His signs? Indeed in that are signs for everyone patient and grateful. And when waves come over them like canopies, they supplicate Allah, sincere to Him in religion . But when He delivers them to the land, there are [some] of them who are moderate [in faith]. And none rejects Our signs except everyone treacherous and ungrateful.",Against
mistral-nemo,Islam permits music,Sahih al-Bukhari 5586,False,False,"Allah has allowed trading and forbidden selling goods before paying the rights of Allah (e.g., zakat).",,,Against
mistral-nemo,Islam permits music,Sahih Muslim 2672a,False,False,"Allah has allowed trading and forbidden selling goods before paying the rights of Allah (e.g., zakat).",,,Against
mistral-nemo,Islam permits music,Sunan ibn Majah 3660,False,False,"On the Day of Resurrection, Allah will forbid the people to drink from all containers except that of copper, because it does not cause harm.",,,Against
mistral-nemo,Islam permits music,Imam Malik ibn Anas's Al-Muwatta,False,False,"Imam Malik ibn Anas prohibited music in his famous work 'Al-Muwatta' (Book 46, Chapter 3).",,,Against
mistral-nemo,Islam permits music,Abu Hanifa's opinion on music,False,False,"Abu Hanifa, the founder of the Hanafi school of thought, also forbade musical instruments and considered them a cause for disbelief.",,,Against
mistral-nemo,Islam permits music,Ibn Kathir's Tafsir,False,False,"Ibn Kathir stated in his commentary on the Quran ('Tafsir ibn Kathir') that music is prohibited by several authentic hadiths and agreed upon by Muslim scholars (see his commentary on Surah An-Naml, verse 61).",,,Against
mistral-nemo,Islam permits music,Quran,False,False,"Indirect reference to verses mentioning singing, music, and Prophet David's Psalms",,,Against
mistral-nemo,Islam permits music,Quran,False,False,Indirect reference to the story of Noah's people and the prohibition of 'ghina',,,Against
mistral-nemo,Islam permits music,Hadith,False,False,Reference to numerous authentic hadiths that condemn music,,,Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,Quran 2:275-280,True,True,The Qur'an strongly condemns riba and warns against its harmful consequences,False," Those who consume interest cannot stand [on the Day of Resurrection] except as one stands who is being beaten by Satan into insanity. That is because they say, ""Trade is [just] like interest."" But Allah has permitted trade and has forbidden interest. So whoever has received an admonition from his Lord and desists may have what is past, and his affair rests with Allah. But whoever returns [to dealing in interest or usury] - those are the companions of the Fire; they will abide eternally therein. Allah destroys interest and gives increase for charities. And Allah does not like every sinning disbeliever. Indeed, those who believe and do righteous deeds and establish prayer and give zakah will have their reward with their Lord, and there will be no fear concerning them, nor will they grieve. O you who have believed, fear Allah and give up what remains [due to you] of interest, if you should be believers. And if you do not, then be informed of a war [against you] from Allah and His Messenger. But if you repent, you may have your principal - [thus] you do no wrong, nor are you wronged. And if someone is in hardship, then [let there be] postponement until [a time of] ease. But if you give [from your right as] charity, then it is better for you, if you only knew.",For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Monzer Kahf, 'Fatwa on Mortgages,' IslamOnline.net",False,False,"In Muslim minority countries, where Islamic finance is not available for housing finance, it is permissible to take mortgages from conventional banks for buying a house for one's residence",,,For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Yusuf al-Qaradawi, 'Fiqh al-Zakat,' Dar al-Taqwa, 1999",False,False,the interest charged by reputable banks in stable economies is not the same as the riba prohibited in Islam,,,For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,Quran and Sunnah,False,False,prohibition of riba,,,For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Monzer Kahf, 'Fatwa on Mortgages,' IslamOnline.net",False,False,The interest charged by reputable banks in stable economies is not the same as the riba prohibited in Islam,,,For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,Islamic jurisprudence,False,False,principle of necessity (dharurah),,,For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Yusuf al-Qaradawi, 'Fiqh al-Zakat,' Dar al-Taqwa, 1999",False,False,"In cases of necessity, such as the lack of Islamic banks or financial institutions offering Shari'ah-compliant financing, it is permissible to resort to conventional mortgages",,,For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,Islamic law,False,False,"preservation of faith, life, intellect, progeny, and property",,,For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"European Council for Fatwa and Research, Fatwa No. 5, 1999",False,False,"In the case where a Muslim lives in a non-Muslim country and is unable to find an Islamic bank to obtain a loan from, it is permissible for him to take a conventional mortgage loan from a non-Muslim bank",,,For
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,Quran 2:275,True,True,"Those who consume interest cannot stand [on the Day of Resurrection] except as one stands who is being beaten by Satan into insanity. That is because they say, 'Trade is [just] like interest.' But Allah has permitted trade and has forbidden interest.",False," Those who consume interest cannot stand [on the Day of Resurrection] except as one stands who is being beaten by Satan into insanity. That is because they say, ""Trade is [just] like interest."" But Allah has permitted trade and has forbidden interest. So whoever has received an admonition from his Lord and desists may have what is past, and his affair rests with Allah. But whoever returns [to dealing in interest or usury] - those are the companions of the Fire; they will abide eternally therein.",Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Muslim, Book of Musaqat, Hadith No. 3881",False,False,"Jabir (may Allah be pleased with him) reported that the Messenger of Allah (peace be upon him) cursed the one who consumes interest, the one who pays it, the one who witnesses it, and the one who records it.",,,Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"I'lam al-Muwaqqi'in, vol. 3, p. 86",False,False,"Interest (riba) is prohibited in Islam, and it is one of the gravest sins. The one who deals in interest has indeed declared war against Allah and His Messenger.",,,Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Resolution No. 179 (19/5), Islamic Fiqh Academy",False,False,"It is not permissible for a Muslim to take a mortgage loan from a conventional bank that involves interest (riba), as it is a clear violation of the Shari'ah principles.",,,Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Ibn Kathir, Tafsir al-Qur'an al-Azim, 2:359",False,False,"The Qur'an prohibits every type of interest, whether it is a large or a small amount",,,Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Ibn Baz, Fatawa Islamiyyah, 4/304",False,False,"The interest charged by banks is the same riba that is prohibited in Islam, regardless of whether it is called interest or a fee for service",,,Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Ibn Taymiyyah, Al-Fatawa al-Kubra, 3/271",False,False,"Necessity is judged according to its true extent, and any transgression beyond that is considered a violation",,,Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Resolution No. 63 (1/7), Islamic Fiqh Academy",False,False,The principle of necessity should not be used as a means to permit the impermissible or to make the exception a general rule,,,Against
claude-3-sonnet-20240229,Islam permits Muslims to take mortgages with interest,"Ibn Qayyim, I'lam al-Muwaqqi'in, 3/11",False,False,"The means to achieve these objectives must also be permissible, for the end does not justify the means",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 16:97,True,True,"Whoever does righteous deeds, whether male or female, while being a believer, We will surely grant them a good life, and We will certainly reward them according to the best of what they used to do.",False," Whoever does righteousness, whether male or female, while he is a believer - We will surely cause him to live a good life, and We will surely give them their reward [in the Hereafter] according to the best of what they used to do.",For
claude-3-sonnet-20240229,Islam promotes women's rights,Ibn Majah,False,False,"Seeking knowledge is obligatory upon every Muslim, male and female.",,,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:7,True,True,"For men is a share of what the parents and close relatives leave, and for women is a share of what the parents and close relatives leave, be it little or much - an obligatory share.",True,Saheeh International,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:19,True,True,"O you who have believed, it is not lawful for you to inherit women by compulsion.",True,Saheeh International,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:35,True,True,"And if you fear dissension between them, send an arbitrator from his people and an arbitrator from her people.",False," And if you fear dissension between the two, send an arbitrator from his people and an arbitrator from her people. If they both desire reconciliation, Allah will cause it between them. Indeed, Allah is ever Knowing and Aware.",For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 2:282,True,False,The verse on testimony is specific to financial transactions and was intended to ensure fairness in a society where women were largely uninvolved in such matters.,,,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:7,True,False,"The Quran granted women inheritance rights for the first time in Arabian society, where previously they had no such rights.",,,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:34,True,False,"The verse on men's responsibility towards women is often misinterpreted. It refers to men's obligation to financially maintain and protect their families, not to subjugate women.",,,For
claude-3-sonnet-20240229,Islam promotes women's rights,"Badawi, 1976",False,False,"The phrase on disciplining wives is highly controversial and subject to diverse interpretations, with many scholars advocating non-violence.",,,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:3 and 4:129,True,False,"While polygyny is permitted in Islam under specific conditions, the Quran emphasizes the difficulty of treating multiple wives equitably.",,,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:32,True,False,"As for work, the Quran affirms women's right to engage in financial transactions.",,,For
claude-3-sonnet-20240229,Islam promotes women's rights,"Ahmed, 1992",False,False,Early Islamic history records many working women.,,,For
claude-3-sonnet-20240229,Islam promotes women's rights,"Moghadam, 2004",False,False,"Gender disparities exist in many Muslim-majority nations, but this cannot be solely attributed to Islam. These inequalities often stem from cultural traditions, patriarchal interpretations, and sociopolitical factors that contradict Islamic principles.",,,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:19 and 4:128,True,False,"The Quran repeatedly emphasizes justice, kindness, and mutual consultation in marital relationships.",,,For
claude-3-sonnet-20240229,Islam promotes women's rights,"Barlas, 2002 and Wadud, 1999",False,False,Many Muslim scholars and reformists have advocated for progressive interpretations that uphold gender equality while staying true to Islamic principles.,,,For
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:34,True,True,Men are the protectors and maintainers of women,True,A. Yusuf Ali,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 2:282,True,True,Women's testimony is explicitly given half the weight of a man's in certain legal situations.,False," O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in justice. Let no scribe refuse to write as Allah has taught him. So let him write and let the one who has the obligation  dictate. And let him fear Allah, his Lord, and not leave anything out of it. But if the one who has the obligation is of limited understanding or weak or unable to dictate himself, then let his guardian dictate in justice. And bring to witness two witnesses from among your men. And if there are not two men [available], then a man and two women from those whom you accept as witnesses - so that if one of them  errs, then the other can remind her. And let not the witnesses refuse when they are called upon. And do not be [too] weary to write it, whether it is small or large, for its [specified] term. That is more just in the sight of Allah and stronger as evidence and more likely to prevent doubt between you, except when it is an immediate transaction which you conduct among yourselves. For [then] there is no blame upon you if you do not write it. And take witnesses when you conclude a contract. Let no scribe be harmed or any witness. For if you do so, indeed, it is [grave] disobedience in you. And fear Allah. And Allah teaches you. And Allah is Knowing of all things.",Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:34,True,False,The Quran also permits husbands to physically discipline wives through hitting if other methods fail.,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,The World Economic Forum's 2022 Global Gender Gap Report,False,False,"Out of 146 countries ranked, those at the bottom included Afghanistan (146th), Syria (142nd), Iran (143rd), Pakistan (145th) and Yemen (144th).",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Freedom House's 2022 report,False,False,Over half of Muslim-majority countries as 'Not Free' due to lack of basic rights.,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,The Universal Declaration of Human Rights and women's rights conventions,False,False,"While Islam had more progressive views towards women's rights compared to its time, many of its teachings and interpretations do not align with modern principles of gender equality upheld in the Universal Declaration of Human Rights and women's rights conventions.",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 2:282,True,True,The explicit statement that a woman's testimony is worth half of a man's cannot be limited only to financial matters.,False," O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in justice. Let no scribe refuse to write as Allah has taught him. So let him write and let the one who has the obligation  dictate. And let him fear Allah, his Lord, and not leave anything out of it. But if the one who has the obligation is of limited understanding or weak or unable to dictate himself, then let his guardian dictate in justice. And bring to witness two witnesses from among your men. And if there are not two men [available], then a man and two women from those whom you accept as witnesses - so that if one of them  errs, then the other can remind her. And let not the witnesses refuse when they are called upon. And do not be [too] weary to write it, whether it is small or large, for its [specified] term. That is more just in the sight of Allah and stronger as evidence and more likely to prevent doubt between you, except when it is an immediate transaction which you conduct among yourselves. For [then] there is no blame upon you if you do not write it. And take witnesses when you conclude a contract. Let no scribe be harmed or any witness. For if you do so, indeed, it is [grave] disobedience in you. And fear Allah. And Allah teaches you. And Allah is Knowing of all things.",Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:34,True,False,"The verses stating men are 'maintainers' of women and permitting beating as a form of discipline establish a hierarchy and open the door to domestic violence, regardless of interpretations.",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,"Doi, 1989",False,False,Many Islamic scholars do mandate a wife's obedience and require husband's consent for work.,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,"Ahmed, 1992",False,False,The widespread prevalence of gender discrimination in Muslim societies cannot be simply attributed to culture when Islamic teachings and legal systems derived from them formalize and institutionalize patriarchal norms.,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,"Mernissi, 1987",False,False,Indirect reference to a source that aligns with the point about patriarchal norms in Muslim societies,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,CEDAW,False,False,Modern human rights instruments like CEDAW go much further in ensuring substantive equality between men and women.,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,"Barlas, 2002",False,False,Islamic law and interpretations continue to be influenced by patriarchal biases.,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,"Ahmed, 1992",False,False,"Pointing to a few examples of working women does not negate the systemic gender disparities in laws, social attitudes and opportunities that persist due to dogmatic and discriminatory understandings of Islamic teachings across many societies.",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,"Moghadam, 2003",False,False,"Pointing to a few examples of working women does not negate the systemic gender disparities in laws, social attitudes and opportunities that persist due to dogmatic and discriminatory understandings of Islamic teachings across many societies.",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,"Moghadam, 2003",False,False,"While Islam may have intended to improve women's condition, its theological principles and juridical frameworks remain rooted in patriarchal norms that clash with modern gender equality standards. Reforms towards more egalitarian interpretations face significant systemic and ideological resistance.",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 2:282,True,False,"Islamic scripture contains verses that explicitly discriminate against women, such as assigning diminished legal status with a woman's testimony being worth half of a man's",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:3,True,False,Islamic scripture contains verses such as allowing polygyny for men but not polyandry,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:11,True,False,Islamic scripture contains verses such as unequal inheritance shares,,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:34,True,False,"Verses stating men are the 'maintainers' of women and permitting physical disciplining enable male authority over women and open the door to domestic violence, despite diverse interpretations",,,Against
claude-3-sonnet-20240229,Islam promotes women's rights,Quran 4:32-34,True,False,"while Islam granted women some rights like inheritance, its laws continue to restrict women's autonomy by mandating husband's consent for wives to work and travel in many interpretations",,,Against
llama2,Islam permits Muslims to eat any beef sold in Christian countries,"Islamic Law and Dietary Restrictions. Islamic Research and Information Center, 2017, <https://www.irfi.org/articles/index.php?article_id=463>",False,False,"While some Muslims may have specific dietary restrictions due to their religious beliefs, it is important to recognize that these restrictions vary widely among individuals and communities, and should be respected and accommodated whenever possible.",,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,"Dietary Laws in Judaism, Christianity, and Islam. BBC, BBC, 28 Jan. 2020, <https://www.bbc.com/religion/bible/survey/dietary-laws>",False,False,"Furthermore, it is important to acknowledge that the consumption of beef or any other food product is not a reflection of one's religion or belief system. People of all faiths and backgrounds have the right to consume the foods they choose, as long as they are obtained through ethical and sustainable means.",,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,"Food and Dietary Restrictions in Islam. The Oxford Handbook of Food Science, Innovation, and Entrepreneurship, edited by Fatima Toor and others. Oxford University Press, 2018, pp. 357-370",False,False,"It is important to recognize that Islam is a diverse and complex religion with over 1.8 billion followers worldwide, and it is not accurate or respectful to make blanket statements about the dietary restrictions or beliefs of all Muslims.",,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Quran and Hadith,False,False,Islam prohibits the consumption of pork and other animals not slaughtered according to Islamic law,,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Teachings of Prophet Muhammad,False,False,Prioritize the well-being and safety of all living creatures,,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Islam,False,False,Encourages us to be mindful of our actions and their impact on others,,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Islam,False,False,Teaches us to prioritize our spiritual growth and well-being and recognizes the importance of balancing spiritual and worldly concerns,,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,"Dietary Laws in Islam. The Oxford Handbook of Food Science, Innovation, and Entrepreneurship",False,False,Referenced but not directly quoted or paraphrased,,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Food and Dietary Restrictions in Islam. The Journal of Religious and Social Studies,False,False,Referenced but not directly quoted or paraphrased,,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Islamic Law and Dietary Restrictions. Islamic Research and Information Center,False,False,Referenced but not directly quoted or paraphrased,,,For
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Quran 2:217,True,True,"And do not kill yourselves (nor kill one another). Indeed, Allah is to you a Teacher and a Guide",False," They ask you about the sacred month - about fighting therein. Say, ""Fighting therein is great [sin], but averting [people] from the way of Allah and disbelief in Him and [preventing access to] al-Masjid al-Haram and the expulsion of its people therefrom are greater [evil] in the sight of Allah. And fitnah is greater than killing."" And they will continue to fight you until they turn you back from your religion if they are able. And whoever of you reverts from his religion [to disbelief] and dies while he is a disbeliever - for those, their deeds have become worthless in this world and the Hereafter, and those are the companions of the Fire; they will abide therein eternally.",Against
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Indirect teachings of Prophet Muhammad (peace be upon him),False,False,"Prioritize the well-being and safety of all living creatures, including animals",,,Against
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Quran 2:173,True,False,The Quran explicitly prohibits the consumption of pork and other animals not slaughtered according to Islamic law,,,Against
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Bukhari,False,False,"The Prophet Muhammad (peace be upon him) taught us to prioritize the well-being and safety of all living creatures, including animals",,,Against
llama2,Islam permits Muslims to eat any beef sold in Christian countries,"The Oxford Handbook of Food Science, Innovation, and Entrepreneurship.",False,False,Reference to dietary laws in Islam,,,Against
llama2,Islam permits Muslims to eat any beef sold in Christian countries,The Journal of Religious and Social Studies,False,False,Reference to food and dietary restrictions in Islam,,,Against
llama2,Islam permits Muslims to eat any beef sold in Christian countries,Islamic Research and Information Center,False,False,Reference to Islamic Law and Dietary Restrictions,,,Against
mistral-nemo,Muslims cannot live in secular countries,The Guardian,False,False,"France's hijab ban: 'It's not about freedom, it's about control'",,,For
mistral-nemo,Muslims cannot live in secular countries,BBC,False,False,"Turkey 'backsliding' on women's rights, says Council of Europe",,,For
mistral-nemo,Muslims cannot live in secular countries,Quran 42:13,True,True,And rule according to the thereeing of Allah...,False," He has ordained for you of religion what He enjoined upon Noah and that which We have revealed to you, [O Muhammad], and what We enjoined upon Abraham and Moses and Jesus - to establish the religion and not be divided therein. Difficult for those who associate others with Allah is that to which you invite them. Allah chooses for Himself whom He wills and guides to Himself whoever turns back [to Him].",For
mistral-nemo,Muslims cannot live in secular countries,CBC News,False,False,Ottawa Muslim teacher fired over refusal to remove hijab during PE,,,For
mistral-nemo,Muslims cannot live in secular countries,The Hindu,False,False,Cow vigilantism in India,,,For
mistral-nemo,Muslims cannot live in secular countries,The Economist,False,False,"Misconceptions of Secularism: In France, while there are French Muslims who have integrated well, the country faces persistent issues with its Muslim population, such as high unemployment rates and a controversial ban on religious symbols in schools.",,,For
mistral-nemo,Muslims cannot live in secular countries,The Guardian,False,False,"Examples of Muslim Integration: In Indonesia, despite being praised for its moderate Islam, there are ongoing tensions between secularism and Islamic law, exemplified by debates surrounding the Jakarta Governor's election in 2017.",,,For
mistral-nemo,Muslims cannot live in secular countries,Human Rights Watch,False,False,"Examples of Muslim Integration: In India, while Muslims have held high offices, they face persistent discrimination and violence, with reports of vigilante groups targeting Muslims under the guise of protecting cows.",,,For
mistral-nemo,Muslims cannot live in secular countries,BBC,False,False,"The Hijab Debate (Revised): In Secular Germany, a court ruled that teachers wearing headscarves could be seen as promoting Islam, violating the principle of neutrality in public schools.",,,For
mistral-nemo,Muslims cannot live in secular countries,Pew Research Center,False,False,Muslims' Views on Secularism: A Pew Research Center survey found that Muslims around the world are more likely than Christians and non-religious people to say they support their country's laws being based on Sharia.,,,For
